PedidoID,ProductoID,Cantidad,distancia_km,Caducidad,TiempoFabricacionMedio
1,5,80,-0.09482367374609496,-1.568795607272178,-1.568795607272178
1,28,10,-0.09482367374609496,-0.48402486738418393,-0.48402486738418393
1,29,60,-0.09482367374609496,1.6855166123918044,1.6855166123918044
1,3,10,-0.09482367374609496,0.6007458725038102,0.6007458725038102
1,38,10,-0.09482367374609496,-0.8456151140135153,-0.8456151140135153
1,44,90,-0.09482367374609496,0.6007458725038102,0.6007458725038102
1,40,10,-0.09482367374609496,-0.48402486738418393,-0.48402486738418393
1,13,10,-0.09482367374609496,1.6855166123918044,1.6855166123918044
1,1,80,-0.09482367374609496,-0.8456151140135153,-0.8456151140135153
1,29,10,-0.09482367374609496,1.6855166123918044,1.6855166123918044
1,8,50,-0.09482367374609496,-0.48402486738418393,-0.48402486738418393
1,23,50,-0.09482367374609496,0.2391556258744788,0.23915562587447883
1,11,30,-0.09482367374609496,0.6007458725038102,0.6007458725038102
1,12,70,-0.09482367374609496,-0.12243462075485255,-0.12243462075485256
1,50,20,-0.09482367374609496,-0.8456151140135153,-0.8456151140135153
1,33,70,-0.09482367374609496,0.9623361191331415,0.9623361191331417
1,19,90,-0.09482367374609496,0.6007458725038102,0.6007458725038102
1,16,20,-0.09482367374609496,-0.48402486738418393,-0.48402486738418393
1,6,80,-0.09482367374609496,0.2391556258744788,0.23915562587447883
2,34,20,1.5405013285660136,0.9623361191331415,0.9623361191331417
2,32,100,1.5405013285660136,0.2391556258744788,0.23915562587447883
2,20,60,1.5405013285660136,-1.568795607272178,-1.568795607272178
2,19,50,1.5405013285660136,0.6007458725038102,0.6007458725038102
2,34,50,1.5405013285660136,0.9623361191331415,0.9623361191331417
2,3,60,1.5405013285660136,0.6007458725038102,0.6007458725038102
2,43,40,1.5405013285660136,-1.568795607272178,-1.568795607272178
2,3,90,1.5405013285660136,0.6007458725038102,0.6007458725038102
2,48,100,1.5405013285660136,-0.8456151140135153,-0.8456151140135153
2,1,10,1.5405013285660136,-0.8456151140135153,-0.8456151140135153
2,38,100,1.5405013285660136,-0.8456151140135153,-0.8456151140135153
2,42,40,1.5405013285660136,1.6855166123918044,1.6855166123918044
2,48,50,1.5405013285660136,-0.8456151140135153,-0.8456151140135153
2,22,30,1.5405013285660136,0.9623361191331415,0.9623361191331417
2,39,80,1.5405013285660136,1.6855166123918044,1.6855166123918044
2,16,30,1.5405013285660136,-0.48402486738418393,-0.48402486738418393
2,13,40,1.5405013285660136,1.6855166123918044,1.6855166123918044
2,19,40,1.5405013285660136,0.6007458725038102,0.6007458725038102
2,21,30,1.5405013285660136,-1.2072053606428466,-1.2072053606428468
4,21,40,-1.022819568639406,-1.2072053606428466,-1.2072053606428468
4,47,40,-1.022819568639406,0.6007458725038102,0.6007458725038102
4,50,50,-1.022819568639406,-0.8456151140135153,-0.8456151140135153
4,29,30,-1.022819568639406,1.6855166123918044,1.6855166123918044
4,1,80,-1.022819568639406,-0.8456151140135153,-0.8456151140135153
4,2,80,-1.022819568639406,1.323926365762473,1.323926365762473
4,3,10,-1.022819568639406,0.6007458725038102,0.6007458725038102
4,44,90,-1.022819568639406,0.6007458725038102,0.6007458725038102
4,41,90,-1.022819568639406,0.2391556258744788,0.23915562587447883
4,7,80,-1.022819568639406,-0.48402486738418393,-0.48402486738418393
4,38,50,-1.022819568639406,-0.8456151140135153,-0.8456151140135153
4,37,20,-1.022819568639406,-0.8456151140135153,-0.8456151140135153
4,30,10,-1.022819568639406,0.6007458725038102,0.6007458725038102
4,16,30,-1.022819568639406,-0.48402486738418393,-0.48402486738418393
4,17,50,-1.022819568639406,1.6855166123918044,1.6855166123918044
4,5,20,-1.022819568639406,-1.568795607272178,-1.568795607272178
4,7,60,-1.022819568639406,-0.48402486738418393,-0.48402486738418393
4,26,60,-1.022819568639406,-1.568795607272178,-1.568795607272178
4,17,60,-1.022819568639406,1.6855166123918044,1.6855166123918044
5,36,20,1.519385724545123,-0.12243462075485255,-0.12243462075485256
5,15,10,1.519385724545123,-0.48402486738418393,-0.48402486738418393
5,18,40,1.519385724545123,-1.2072053606428466,-1.2072053606428468
5,5,50,1.519385724545123,-1.568795607272178,-1.568795607272178
5,1,40,1.519385724545123,-0.8456151140135153,-0.8456151140135153
5,3,70,1.519385724545123,0.6007458725038102,0.6007458725038102
5,22,20,1.519385724545123,0.9623361191331415,0.9623361191331417
5,19,90,1.519385724545123,0.6007458725038102,0.6007458725038102
5,22,50,1.519385724545123,0.9623361191331415,0.9623361191331417
5,44,50,1.519385724545123,0.6007458725038102,0.6007458725038102
5,41,80,1.519385724545123,0.2391556258744788,0.23915562587447883
5,2,10,1.519385724545123,1.323926365762473,1.323926365762473
5,1,100,1.519385724545123,-0.8456151140135153,-0.8456151140135153
5,34,50,1.519385724545123,0.9623361191331415,0.9623361191331417
5,32,90,1.519385724545123,0.2391556258744788,0.23915562587447883
5,42,100,1.519385724545123,1.6855166123918044,1.6855166123918044
5,42,10,1.519385724545123,1.6855166123918044,1.6855166123918044
5,9,50,1.519385724545123,-1.2072053606428466,-1.2072053606428468
5,26,20,1.519385724545123,-1.568795607272178,-1.568795607272178
5,40,40,1.519385724545123,-0.48402486738418393,-0.48402486738418393
6,34,30,1.5016730484449548,0.9623361191331415,0.9623361191331417
6,31,40,1.5016730484449548,0.9623361191331415,0.9623361191331417
6,40,90,1.5016730484449548,-0.48402486738418393,-0.48402486738418393
6,48,40,1.5016730484449548,-0.8456151140135153,-0.8456151140135153
6,10,60,1.5016730484449548,-0.12243462075485255,-0.12243462075485256
6,4,20,1.5016730484449548,-1.568795607272178,-1.568795607272178
6,14,20,1.5016730484449548,-1.2072053606428466,-1.2072053606428468
6,2,90,1.5016730484449548,1.323926365762473,1.323926365762473
6,30,60,1.5016730484449548,0.6007458725038102,0.6007458725038102
6,12,90,1.5016730484449548,-0.12243462075485255,-0.12243462075485256
6,40,80,1.5016730484449548,-0.48402486738418393,-0.48402486738418393
6,33,30,1.5016730484449548,0.9623361191331415,0.9623361191331417
6,28,30,1.5016730484449548,-0.48402486738418393,-0.48402486738418393
6,30,30,1.5016730484449548,0.6007458725038102,0.6007458725038102
6,17,70,1.5016730484449548,1.6855166123918044,1.6855166123918044
6,29,30,1.5016730484449548,1.6855166123918044,1.6855166123918044
6,37,60,1.5016730484449548,-0.8456151140135153,-0.8456151140135153
6,44,70,1.5016730484449548,0.6007458725038102,0.6007458725038102
8,24,100,0.366665705041054,0.6007458725038102,0.6007458725038102
8,38,20,0.366665705041054,-0.8456151140135153,-0.8456151140135153
8,16,20,0.366665705041054,-0.48402486738418393,-0.48402486738418393
8,50,20,0.366665705041054,-0.8456151140135153,-0.8456151140135153
8,28,50,0.366665705041054,-0.48402486738418393,-0.48402486738418393
8,20,90,0.366665705041054,-1.568795607272178,-1.568795607272178
8,4,40,0.366665705041054,-1.568795607272178,-1.568795607272178
8,33,80,0.366665705041054,0.9623361191331415,0.9623361191331417
8,18,10,0.366665705041054,-1.2072053606428466,-1.2072053606428468
8,42,40,0.366665705041054,1.6855166123918044,1.6855166123918044
8,11,50,0.366665705041054,0.6007458725038102,0.6007458725038102
8,9,100,0.366665705041054,-1.2072053606428466,-1.2072053606428468
8,13,40,0.366665705041054,1.6855166123918044,1.6855166123918044
8,18,100,0.366665705041054,-1.2072053606428466,-1.2072053606428468
8,25,90,0.366665705041054,-0.12243462075485255,-0.12243462075485256
8,43,80,0.366665705041054,-1.568795607272178,-1.568795607272178
8,2,60,0.366665705041054,1.323926365762473,1.323926365762473
8,32,10,0.366665705041054,0.2391556258744788,0.23915562587447883
8,20,30,0.366665705041054,-1.568795607272178,-1.568795607272178
8,39,70,0.366665705041054,1.6855166123918044,1.6855166123918044
9,26,90,-1.385624037725616,-1.568795607272178,-1.568795607272178
9,3,90,-1.385624037725616,0.6007458725038102,0.6007458725038102
9,35,100,-1.385624037725616,0.2391556258744788,0.23915562587447883
9,50,60,-1.385624037725616,-0.8456151140135153,-0.8456151140135153
9,39,40,-1.385624037725616,1.6855166123918044,1.6855166123918044
9,21,30,-1.385624037725616,-1.2072053606428466,-1.2072053606428468
9,16,30,-1.385624037725616,-0.48402486738418393,-0.48402486738418393
9,50,90,-1.385624037725616,-0.8456151140135153,-0.8456151140135153
9,37,80,-1.385624037725616,-0.8456151140135153,-0.8456151140135153
9,12,60,-1.385624037725616,-0.12243462075485255,-0.12243462075485256
9,31,70,-1.385624037725616,0.9623361191331415,0.9623361191331417
9,24,100,-1.385624037725616,0.6007458725038102,0.6007458725038102
9,21,80,-1.385624037725616,-1.2072053606428466,-1.2072053606428468
9,39,100,-1.385624037725616,1.6855166123918044,1.6855166123918044
9,35,50,-1.385624037725616,0.2391556258744788,0.23915562587447883
9,36,10,-1.385624037725616,-0.12243462075485255,-0.12243462075485256
9,5,50,-1.385624037725616,-1.568795607272178,-1.568795607272178
9,16,50,-1.385624037725616,-0.48402486738418393,-0.48402486738418393
9,34,80,-1.385624037725616,0.9623361191331415,0.9623361191331417
9,31,10,-1.385624037725616,0.9623361191331415,0.9623361191331417
10,25,50,1.7955464134960264,-0.12243462075485255,-0.12243462075485256
10,3,10,1.7955464134960264,0.6007458725038102,0.6007458725038102
10,11,60,1.7955464134960264,0.6007458725038102,0.6007458725038102
10,30,30,1.7955464134960264,0.6007458725038102,0.6007458725038102
10,35,40,1.7955464134960264,0.2391556258744788,0.23915562587447883
10,37,60,1.7955464134960264,-0.8456151140135153,-0.8456151140135153
10,41,40,1.7955464134960264,0.2391556258744788,0.23915562587447883
10,12,20,1.7955464134960264,-0.12243462075485255,-0.12243462075485256
10,14,40,1.7955464134960264,-1.2072053606428466,-1.2072053606428468
10,24,50,1.7955464134960264,0.6007458725038102,0.6007458725038102
10,49,90,1.7955464134960264,0.6007458725038102,0.6007458725038102
10,19,50,1.7955464134960264,0.6007458725038102,0.6007458725038102
10,17,70,1.7955464134960264,1.6855166123918044,1.6855166123918044
10,1,70,1.7955464134960264,-0.8456151140135153,-0.8456151140135153
10,10,10,1.7955464134960264,-0.12243462075485255,-0.12243462075485256
10,38,30,1.7955464134960264,-0.8456151140135153,-0.8456151140135153
10,48,50,1.7955464134960264,-0.8456151140135153,-0.8456151140135153
10,36,10,1.7955464134960264,-0.12243462075485255,-0.12243462075485256
10,42,100,1.7955464134960264,1.6855166123918044,1.6855166123918044
10,29,70,1.7955464134960264,1.6855166123918044,1.6855166123918044
11,1,40,0.09190108908326762,-0.8456151140135153,-0.8456151140135153
11,23,50,0.09190108908326762,0.2391556258744788,0.23915562587447883
11,18,70,0.09190108908326762,-1.2072053606428466,-1.2072053606428468
11,11,40,0.09190108908326762,0.6007458725038102,0.6007458725038102
11,48,70,0.09190108908326762,-0.8456151140135153,-0.8456151140135153
11,44,90,0.09190108908326762,0.6007458725038102,0.6007458725038102
11,5,40,0.09190108908326762,-1.568795607272178,-1.568795607272178
11,2,60,0.09190108908326762,1.323926365762473,1.323926365762473
11,35,60,0.09190108908326762,0.2391556258744788,0.23915562587447883
11,22,20,0.09190108908326762,0.9623361191331415,0.9623361191331417
11,17,30,0.09190108908326762,1.6855166123918044,1.6855166123918044
11,31,70,0.09190108908326762,0.9623361191331415,0.9623361191331417
11,50,40,0.09190108908326762,-0.8456151140135153,-0.8456151140135153
11,21,40,0.09190108908326762,-1.2072053606428466,-1.2072053606428468
11,29,60,0.09190108908326762,1.6855166123918044,1.6855166123918044
11,21,90,0.09190108908326762,-1.2072053606428466,-1.2072053606428468
11,37,50,0.09190108908326762,-0.8456151140135153,-0.8456151140135153
11,4,40,0.09190108908326762,-1.568795607272178,-1.568795607272178
11,8,90,0.09190108908326762,-0.48402486738418393,-0.48402486738418393
11,48,10,0.09190108908326762,-0.8456151140135153,-0.8456151140135153
12,22,70,-0.32146739872238894,0.9623361191331415,0.9623361191331417
12,43,70,-0.32146739872238894,-1.568795607272178,-1.568795607272178
12,30,100,-0.32146739872238894,0.6007458725038102,0.6007458725038102
12,33,50,-0.32146739872238894,0.9623361191331415,0.9623361191331417
12,37,90,-0.32146739872238894,-0.8456151140135153,-0.8456151140135153
12,9,50,-0.32146739872238894,-1.2072053606428466,-1.2072053606428468
12,9,30,-0.32146739872238894,-1.2072053606428466,-1.2072053606428468
12,16,40,-0.32146739872238894,-0.48402486738418393,-0.48402486738418393
12,23,70,-0.32146739872238894,0.2391556258744788,0.23915562587447883
